site_id,month,days_ar,denial_rate
S076,2021-02-01,27.15,3.59
S076,2021-03-01,26.41,3.51
S076,2021-04-01,26.57,4.13
S076,2021-05-01,26.17,3.96
S076,2021-06-01,27.36,3.37
S076,2021-07-01,23.89,4.05
S076,2021-08-01,25.61,2.79
S076,2021-09-01,23.75,3.25
S076,2021-10-01,24.68,3.07
S076,2021-11-01,22.91,3.2
S076,2021-12-01,24.31,3.8
S076,2022-01-01,24.4,3.51
S076,2022-02-01,24.22,4.11
S076,2022-03-01,29.08,3.75
S076,2022-04-01,26.46,3.95
S076,2022-05-01,28.38,3.82
S076,2022-06-01,24.13,3.07
S076,2022-07-01,22.5,3.42
S076,2022-08-01,22.46,3.35
S076,2022-09-01,22.34,2.93
S076,2022-10-01,21.67,3.76
S076,2022-11-01,25.51,3.92
S076,2022-12-01,25.98,3.42
S076,2023-01-01,28.16,3.69
S076,2023-02-01,27.24,3.8
S076,2023-03-01,22.75,4.33
S076,2023-04-01,27.64,3.91
S076,2023-05-01,26.08,3.75
S076,2023-06-01,24.28,3.74
S076,2023-07-01,22.21,3.46
S076,2023-08-01,24.28,3.23
S076,2023-09-01,23.73,2.95
S076,2023-10-01,21.99,3.36
S076,2023-11-01,25.19,2.84
S076,2023-12-01,25.96,3.39
S076,2024-01-01,25.88,3.3
S076,2024-02-01,25.63,4.1
S076,2024-03-01,27.22,3.74
S076,2024-04-01,26.73,3.96
S076,2024-05-01,26.5,3.74
S076,2024-06-01,26.48,3.91
S076,2024-07-01,24.46,3.48
S076,2024-08-01,24.1,3.45
S076,2024-09-01,24.43,3.59
S076,2024-10-01,21.58,3.03
S076,2024-11-01,22.79,3.76
S076,2024-12-01,22.48,3.73
S077,2019-01-01,30.11,8.51
S077,2019-02-01,30.57,7.87
S077,2019-03-01,29.13,7.96
S077,2019-04-01,29.49,8.22
S077,2019-05-01,27.82,8.6
S077,2019-06-01,26.58,8.42
S077,2019-07-01,29.35,8.13
S077,2019-08-01,25.8,7.86
S077,2019-09-01,24.65,7.99
S077,2019-10-01,26.73,7.63
S077,2019-11-01,25.73,7.12
S077,2019-12-01,27.01,8.35
S077,2020-01-01,28.96,8.11
S077,2020-02-01,31.28,8.81
S077,2020-03-01,32.56,8.02
S077,2020-04-01,27.39,8.98
S077,2020-05-01,32.97,8.22
S077,2020-06-01,26.66,8.3
S077,2020-07-01,27.41,7.83
S077,2020-08-01,28.18,7.85
S077,2020-09-01,24.79,7.62
S077,2020-10-01,27.83,7.91
S077,2020-11-01,27.96,8.14
S077,2020-12-01,27.15,8.32
S077,2021-01-01,23.63,8.28
S077,2021-02-01,30.57,8.41
S077,2021-03-01,28.99,8.25
S077,2021-04-01,30.93,8.69
S077,2021-05-01,29.93,7.9
S077,2021-06-01,27.45,8.18
S077,2021-07-01,26.27,7.93
S077,2021-08-01,25.44,8.26
S077,2021-09-01,22.82,8.5
S077,2021-10-01,26.68,7.99
S077,2021-11-01,28.05,7.68
S077,2021-12-01,26.69,8.23
S077,2022-01-01,30.74,8.4
S077,2022-02-01,30.1,8.35
S077,2022-03-01,30.42,9.07
S077,2022-04-01,30.91,8.5
S077,2022-05-01,29.7,8.59
S077,2022-06-01,28.45,8.6
S077,2022-07-01,28.35,8.08
S077,2022-08-01,26.92,7.89
S077,2022-09-01,24.3,7.88
S077,2022-10-01,25.84,7.51
S077,2022-11-01,27.98,7.28
S077,2022-12-01,31.76,8.71
S077,2023-01-01,28.3,8.42
S077,2023-02-01,29.88,8.35
S077,2023-03-01,29.98,8.52
S077,2023-04-01,29.28,8.58
S077,2023-05-01,26.22,8.48
S077,2023-06-01,27.43,8.36
S077,2023-07-01,25.86,8.51
S077,2023-08-01,24.92,8.13
S077,2023-09-01,27.13,7.99
S077,2023-10-01,25.78,8.03
S077,2023-11-01,28.04,8.09
S077,2023-12-01,29.11,8.29
S077,2024-01-01,26.9,8.67
S077,2024-02-01,28.46,8.76
S077,2024-03-01,25.09,8.62
S077,2024-04-01,28.23,8.26
S077,2024-05-01,27.36,8.3
S077,2024-06-01,27.11,7.91
S077,2024-07-01,26.66,8.58
S077,2024-08-01,25.87,8.3
S077,2024-09-01,26.83,8.39
S077,2024-10-01,28.26,7.91
S077,2024-11-01,25.11,8.4
S077,2024-12-01,28.25,8.55
S078,2019-01-01,37.23,4.26
S078,2019-02-01,35.76,4.07
S078,2019-03-01,38.6,4.3
S078,2019-04-01,34.66,4.26
S078,2019-05-01,33.43,4.03
S078,2019-06-01,32.61,3.69
S078,2019-07-01,31.22,4.54
S078,2019-08-01,32.76,4.12
S078,2019-09-01,33.16,4.35
S078,2019-10-01,29.0,3.47
S078,2019-11-01,31.19,3.81
S078,2019-12-01,32.94,3.97
S078,2020-01-01,34.72,4.26
S078,2020-02-01,34.04,3.71
S078,2020-03-01,33.9,4.24
S078,2020-04-01,34.75,4.02
S078,2020-05-01,33.15,3.97
S078,2020-06-01,32.7,3.83
S078,2020-07-01,30.62,3.61
S078,2020-08-01,30.93,3.64
S078,2020-09-01,32.25,3.98
S078,2020-10-01,31.05,3.66
S078,2020-11-01,32.46,4.21
S078,2020-12-01,33.1,4.64
S078,2021-01-01,34.58,4.58
S078,2021-02-01,34.82,4.62
S078,2021-03-01,33.7,4.32
S078,2021-04-01,35.15,4.52
S078,2021-05-01,34.65,4.64
S078,2021-06-01,30.75,3.86
S078,2021-07-01,32.23,3.79
S078,2021-08-01,36.23,4.05
S078,2021-09-01,30.77,3.7
S078,2021-10-01,30.44,3.91
S078,2021-11-01,32.06,3.87
S078,2021-12-01,32.48,4.56
S078,2022-01-01,35.97,4.38
S078,2022-02-01,32.61,4.58
S078,2022-03-01,37.22,4.87
S078,2022-04-01,35.72,4.84
S078,2022-05-01,33.97,4.49
S078,2022-06-01,31.87,4.24
S078,2022-07-01,33.88,3.83
S078,2022-08-01,29.87,3.93
S078,2022-09-01,30.55,4.05
S078,2022-10-01,30.48,4.41
S078,2022-11-01,29.96,4.38
S078,2022-12-01,31.74,3.62
S078,2023-01-01,34.25,4.23
S078,2023-02-01,32.96,3.91
S078,2023-03-01,34.88,4.75
S078,2023-04-01,35.5,4.43
S078,2023-05-01,34.61,4.3
S078,2023-06-01,30.75,3.73
S078,2023-07-01,31.59,3.96
S078,2023-08-01,32.43,4.12
S078,2023-09-01,31.8,3.77
S078,2023-10-01,29.09,4.02
S078,2023-11-01,32.68,3.29
S078,2023-12-01,31.64,3.95
S078,2024-01-01,34.07,4.07
S078,2024-02-01,34.57,4.35
S078,2024-03-01,34.65,4.24
S078,2024-04-01,33.66,4.09
S078,2024-05-01,34.46,4.48
S078,2024-06-01,31.73,4.61
S078,2024-07-01,31.42,4.47
S078,2024-08-01,30.2,3.29
S078,2024-09-01,31.49,3.93
S078,2024-10-01,31.21,3.7
S078,2024-11-01,31.84,3.85
S078,2024-12-01,34.54,4.81
S079,2019-01-01,36.98,8.8
S079,2019-02-01,37.08,8.63
S079,2019-03-01,35.97,8.66
S079,2019-04-01,32.45,8.55
S079,2019-05-01,36.58,8.79
S079,2019-06-01,35.3,8.58
S079,2019-07-01,31.43,8.3
S079,2019-08-01,31.45,7.85
S079,2019-09-01,33.42,8.55
S079,2019-10-01,34.52,8.22
S079,2019-11-01,34.67,8.11
S079,2019-12-01,34.88,8.6
S079,2020-01-01,34.62,8.8
S079,2020-02-01,36.85,8.98
S079,2020-03-01,39.14,8.27
S079,2020-04-01,36.56,8.47
S079,2020-05-01,33.98,8.31
S079,2020-06-01,39.36,8.65
S079,2020-07-01,37.58,8.57
S079,2020-08-01,32.86,8.1
S079,2020-09-01,34.58,8.3
S079,2020-10-01,33.1,7.76
S079,2020-11-01,39.63,8.28
S079,2020-12-01,35.21,8.51
S079,2021-01-01,36.34,8.66
S079,2021-02-01,39.36,8.69
S079,2021-03-01,35.96,8.72
S079,2021-04-01,36.74,9.16
S079,2021-05-01,38.46,8.65
S079,2021-06-01,33.78,8.1
S079,2021-07-01,34.72,8.42
S079,2021-08-01,33.41,8.07
S079,2021-09-01,32.81,8.16
S079,2021-10-01,30.39,7.88
S079,2021-11-01,33.76,8.68
S079,2021-12-01,34.48,8.53
S079,2022-01-01,37.04,9.01
S079,2022-02-01,36.24,8.56
S079,2022-03-01,33.9,8.42
S079,2022-04-01,33.98,8.45
S079,2022-05-01,34.44,8.59
S079,2022-06-01,33.5,8.69
S079,2022-07-01,34.4,8.2
S079,2022-08-01,32.53,7.95
S079,2022-09-01,32.39,8.34
S079,2022-10-01,32.39,8.09
S079,2022-11-01,30.61,7.75
S079,2022-12-01,32.55,8.78
S079,2023-01-01,33.15,8.7
S079,2023-02-01,35.61,8.49
S079,2023-03-01,36.58,7.74
S079,2023-04-01,32.51,8.3
S079,2023-05-01,32.38,8.57
S079,2023-06-01,33.04,8.44
S079,2023-07-01,32.5,7.88
S079,2023-08-01,29.05,8.18
S079,2023-09-01,29.66,7.55
S079,2023-10-01,32.33,8.48
S079,2023-11-01,33.95,8.22
S079,2023-12-01,33.55,8.73
S079,2024-01-01,32.65,8.8
S079,2024-02-01,34.75,8.85
S079,2024-03-01,34.89,9.01
S079,2024-04-01,34.68,8.13
S079,2024-05-01,35.79,8.18
S079,2024-06-01,34.49,8.29
S079,2024-07-01,33.37,8.51
S079,2024-08-01,31.52,8.21
S079,2024-09-01,31.24,7.41
S079,2024-10-01,31.06,7.72
S079,2024-11-01,31.87,7.82
S079,2024-12-01,30.83,8.8
S080,2019-01-01,20.33,3.92
S080,2019-02-01,19.73,3.96
S080,2019-03-01,20.58,3.87
S080,2019-04-01,20.95,3.96
S080,2019-05-01,18.1,3.93
S080,2019-06-01,16.84,3.87
S080,2019-07-01,15.92,3.76
S080,2019-08-01,17.82,3.3
S080,2019-09-01,15.53,3.61
S080,2019-10-01,15.34,3.65
S080,2019-11-01,17.56,3.95
S080,2019-12-01,16.82,3.49
S080,2020-01-01,18.26,3.63
S080,2020-02-01,20.3,3.69
S080,2020-03-01,23.22,4.46
S080,2020-04-01,19.48,4.29
S080,2020-05-01,16.27,4.68
S080,2020-06-01,16.84,3.74
S080,2020-07-01,15.0,3.77
S080,2020-08-01,15.0,3.54
S080,2020-09-01,15.0,3.15
S080,2020-10-01,15.0,3.58
S080,2020-11-01,15.0,3.4
S080,2020-12-01,18.72,4.56
S080,2021-01-01,19.44,3.65
S080,2021-02-01,18.91,4.04
S080,2021-03-01,19.2,4.35
S080,2021-04-01,19.78,4.31
S080,2021-05-01,18.25,4.32
S080,2021-06-01,17.48,3.48
S080,2021-07-01,19.99,3.08
S080,2021-08-01,15.0,3.33
S080,2021-09-01,19.49,4.02
S080,2021-10-01,18.23,3.42
S080,2021-11-01,20.36,3.73
S080,2021-12-01,19.19,3.83
S080,2022-01-01,18.65,3.85
S080,2022-02-01,19.14,4.22
S080,2022-03-01,20.28,4.06
S080,2022-04-01,21.72,3.14
S080,2022-05-01,19.49,4.14
S080,2022-06-01,19.45,3.75
S080,2022-07-01,17.04,3.92
S080,2022-08-01,18.23,3.42
S080,2022-09-01,16.13,3.98
S080,2022-10-01,15.0,3.31
S080,2022-11-01,18.92,3.95
S080,2022-12-01,18.51,3.64
S080,2023-01-01,17.4,3.75
S080,2023-02-01,21.78,3.85
S080,2023-03-01,19.88,3.85
S080,2023-04-01,20.72,3.87
S080,2023-05-01,18.58,3.42
S080,2023-06-01,15.3,3.78
S080,2023-07-01,15.0,4.26
S080,2023-08-01,15.0,3.27
S080,2023-09-01,15.75,3.36
S080,2023-10-01,15.0,3.23
S080,2023-11-01,15.24,3.54
S080,2023-12-01,20.65,3.8
S080,2024-01-01,20.5,4.08
S080,2024-02-01,21.13,3.19
S080,2024-03-01,19.27,4.47
S080,2024-04-01,18.6,4.56
S080,2024-05-01,20.95,3.78
S080,2024-06-01,16.97,3.47
S080,2024-07-01,15.78,3.25
S080,2024-08-01,16.64,3.08
S080,2024-09-01,16.63,3.66
S080,2024-10-01,15.0,3.98
S080,2024-11-01,17.5,3.85
S080,2024-12-01,16.59,3.96
S081,2019-01-01,29.7,6.34
S081,2019-02-01,31.75,6.49
S081,2019-03-01,30.73,6.61
S081,2019-04-01,29.62,5.98
S081,2019-05-01,28.57,6.15
S081,2019-06-01,25.74,6.74
S081,2019-07-01,25.69,5.77
S081,2019-08-01,24.74,5.57
S081,2019-09-01,27.17,5.71
S081,2019-10-01,26.08,6.37
S081,2019-11-01,25.26,6.23
S081,2019-12-01,25.47,6.95
S081,2020-01-01,29.42,6.31
S081,2020-02-01,27.59,6.45
S081,2020-03-01,28.5,7.11
S081,2020-04-01,26.91,6.52
S081,2020-05-01,27.99,6.34
S081,2020-06-01,26.85,6.19
S081,2020-07-01,27.32,6.25
S081,2020-08-01,25.91,5.05
S081,2020-09-01,25.46,5.42
S081,2020-10-01,26.25,6.4
S081,2020-11-01,24.63,5.99
S081,2020-12-01,26.12,6.59
S081,2021-01-01,27.28,7.14
S081,2021-02-01,28.49,6.8
S081,2021-03-01,28.24,7.02
S081,2021-04-01,25.26,6.76
S081,2021-05-01,27.03,6.84
S081,2021-06-01,24.18,5.84
S081,2021-07-01,23.47,5.68
S081,2021-08-01,19.84,6.11
S081,2021-09-01,23.33,5.99
S081,2021-10-01,24.68,5.69
S081,2021-11-01,21.31,5.98
S081,2021-12-01,23.94,5.9
S081,2022-01-01,25.34,6.12
S081,2022-02-01,23.44,6.28
S081,2022-03-01,24.75,6.52
S081,2022-04-01,25.21,6.75
S081,2022-05-01,27.87,6.51
S081,2022-06-01,22.13,6.6
S081,2022-07-01,25.82,6.01
S081,2022-08-01,24.71,5.73
S081,2022-09-01,19.66,5.62
S081,2022-10-01,25.32,5.45
S081,2022-11-01,23.46,6.01
S081,2022-12-01,23.69,6.02
S081,2023-01-01,25.57,6.13
S081,2023-02-01,24.06,6.48
S081,2023-03-01,28.07,6.71
S081,2023-04-01,24.98,6.04
S081,2023-05-01,25.03,6.77
S081,2023-06-01,25.43,6.36
S081,2023-07-01,24.79,6.13
S081,2023-08-01,22.48,6.01
S081,2023-09-01,21.21,5.35
S081,2023-10-01,24.38,6.48
S081,2023-11-01,22.35,6.46
S081,2023-12-01,27.55,6.36
S081,2024-01-01,24.8,6.55
S081,2024-02-01,25.93,6.44
S081,2024-03-01,27.67,6.18
S081,2024-04-01,24.59,6.63
S081,2024-05-01,25.99,6.62
S081,2024-06-01,27.84,6.39
S081,2024-07-01,24.92,5.92
S081,2024-08-01,24.44,5.95
S081,2024-09-01,23.13,6.03
S081,2024-10-01,25.72,5.46
S081,2024-11-01,21.48,5.9
S081,2024-12-01,26.61,6.16
S082,2019-01-01,23.94,3.48
S082,2019-02-01,21.98,2.76
S082,2019-03-01,22.74,3.81
S082,2019-04-01,22.24,3.47
S082,2019-05-01,22.73,3.05
S082,2019-06-01,22.03,3.69
S082,2019-07-01,19.84,2.71
S082,2019-08-01,19.26,2.27
S082,2019-09-01,19.27,3.1
S082,2019-10-01,21.55,2.95
S082,2019-11-01,20.38,2.86
S082,2019-12-01,20.23,2.81
S082,2020-01-01,22.35,3.07
S082,2020-02-01,23.83,3.09
S082,2020-03-01,23.77,3.21
S082,2020-04-01,22.88,3.3
S082,2020-05-01,22.71,3.39
S082,2020-06-01,21.46,2.91
S082,2020-07-01,20.37,2.65
S082,2020-08-01,19.37,3.36
S082,2020-09-01,18.28,2.63
S082,2020-10-01,19.33,2.68
S082,2020-11-01,20.15,2.95
S082,2020-12-01,19.08,3.33
S082,2021-01-01,23.59,2.79
S082,2021-02-01,19.97,2.98
S082,2021-03-01,23.28,4.09
S082,2021-04-01,24.19,2.73
S082,2021-05-01,21.61,3.15
S082,2021-06-01,22.03,2.62
S082,2021-07-01,20.44,2.65
S082,2021-08-01,18.26,2.83
S082,2021-09-01,20.81,2.97
S082,2021-10-01,20.77,2.61
S082,2021-11-01,21.72,2.96
S082,2021-12-01,21.85,2.83
S082,2022-01-01,21.9,3.19
S082,2022-02-01,27.04,3.37
S082,2022-03-01,22.73,3.07
S082,2022-04-01,22.64,3.93
S082,2022-05-01,25.89,3.92
S082,2022-06-01,24.92,3.57
S082,2022-07-01,25.68,3.17
S082,2022-08-01,22.79,3.73
S082,2022-09-01,24.96,3.43
S082,2022-10-01,24.94,3.37
S082,2022-11-01,27.51,3.36
S082,2022-12-01,26.35,3.06
S082,2023-01-01,25.25,3.28
S082,2023-02-01,29.13,2.99
S082,2023-03-01,26.88,2.9
S082,2023-04-01,25.97,3.61
S082,2023-05-01,28.57,3.76
S082,2023-06-01,24.24,3.81
S082,2023-07-01,24.51,3.35
S082,2023-08-01,21.95,2.94
S082,2023-09-01,22.25,3.21
S082,2023-10-01,23.87,3.7
S082,2023-11-01,25.07,2.53
S082,2023-12-01,25.88,3.06
S082,2024-01-01,25.04,3.4
S082,2024-02-01,26.22,3.34
S082,2024-03-01,27.79,3.37
S082,2024-04-01,27.75,4.42
S082,2024-05-01,24.49,3.56
S082,2024-06-01,21.7,3.4
S082,2024-07-01,25.45,3.56
S082,2024-08-01,23.87,3.5
S082,2024-09-01,27.31,3.71
S082,2024-10-01,22.97,2.8
S082,2024-11-01,23.88,3.06
S082,2024-12-01,26.16,3.14
S083,2019-01-01,37.87,6.33
S083,2019-02-01,38.56,5.91
S083,2019-03-01,40.74,5.67
S083,2019-04-01,38.22,6.18
S083,2019-05-01,38.0,6.14
S083,2019-06-01,37.89,5.92
S083,2019-07-01,35.42,5.66
S083,2019-08-01,34.33,5.91
S083,2019-09-01,34.01,5.89
S083,2019-10-01,35.27,5.52
S083,2019-11-01,36.9,5.57
S083,2019-12-01,37.93,6.0
S083,2020-01-01,37.08,6.24
S083,2020-02-01,39.53,6.54
S083,2020-03-01,40.43,6.38
S083,2020-04-01,37.02,6.93
S083,2020-05-01,35.87,6.37
S083,2020-06-01,37.62,5.58
S083,2020-07-01,35.79,5.76
S083,2020-08-01,37.2,5.46
S083,2020-09-01,34.58,4.93
S083,2020-10-01,37.85,5.35
S083,2020-11-01,36.47,5.75
S083,2020-12-01,36.83,6.18
S083,2021-01-01,40.48,6.16
S083,2021-02-01,39.69,6.29
S083,2021-03-01,40.5,6.09
S083,2021-04-01,40.32,6.53
S083,2021-05-01,39.6,5.89
S083,2021-06-01,36.72,6.01
S083,2021-07-01,33.92,6.26
S083,2021-08-01,35.23,5.76
S083,2021-09-01,34.11,5.24
S083,2021-10-01,34.34,5.74
S083,2021-11-01,36.99,5.83
S083,2021-12-01,37.5,5.83
S083,2022-01-01,38.72,6.53
S083,2022-02-01,40.1,6.37
S083,2022-03-01,39.75,5.72
S083,2022-04-01,37.47,6.26
S083,2022-05-01,38.29,6.15
S083,2022-06-01,39.82,6.09
S083,2022-07-01,38.2,5.75
S083,2022-08-01,34.36,5.59
S083,2022-09-01,34.1,6.04
S083,2022-10-01,36.76,5.76
S083,2022-11-01,38.16,5.11
S083,2022-12-01,38.19,5.48
S083,2023-01-01,38.3,5.92
S083,2023-02-01,40.03,6.2
S083,2023-03-01,41.32,5.99
S083,2023-04-01,40.1,6.18
S083,2023-05-01,35.85,5.74
S083,2023-06-01,37.08,6.2
S083,2023-07-01,37.0,5.37
S083,2023-08-01,35.36,6.21
S083,2023-09-01,35.47,5.47
S083,2023-10-01,36.31,5.84
S083,2023-11-01,35.62,5.87
S083,2023-12-01,36.81,6.08
S083,2024-01-01,38.56,6.16
S083,2024-02-01,37.9,5.88
S083,2024-03-01,40.73,6.14
S083,2024-04-01,39.47,6.04
S083,2024-05-01,39.65,5.84
S083,2024-06-01,37.1,6.1
S083,2024-07-01,38.07,5.56
S083,2024-08-01,38.51,5.7
S083,2024-09-01,33.74,5.68
S083,2024-10-01,35.0,5.74
S083,2024-11-01,36.24,5.74
S083,2024-12-01,35.94,6.17
S084,2019-01-01,15.0,4.8
S084,2019-02-01,17.69,5.73
S084,2019-03-01,16.88,5.5
S084,2019-04-01,18.75,5.49
S084,2019-05-01,15.94,4.81
S084,2019-06-01,15.0,4.91
S084,2019-07-01,16.17,4.5
S084,2019-08-01,15.0,4.44
S084,2019-09-01,15.0,4.9
S084,2019-10-01,15.0,4.78
S084,2019-11-01,15.0,5.05
S084,2019-12-01,15.76,5.0
S084,2020-01-01,18.74,5.33
S084,2020-02-01,16.1,5.22
S084,2020-03-01,17.29,5.31
S084,2020-04-01,20.92,5.36
S084,2020-05-01,15.0,4.97
S084,2020-06-01,15.0,4.89
S084,2020-07-01,15.0,4.57
S084,2020-08-01,15.0,4.84
S084,2020-09-01,15.0,4.78
S084,2020-10-01,15.0,4.31
S084,2020-11-01,15.17,5.41
S084,2020-12-01,16.02,4.86
S084,2021-01-01,15.0,4.86
S084,2021-02-01,17.82,5.57
S084,2021-03-01,17.8,5.53
S084,2021-04-01,18.2,5.4
S084,2021-05-01,15.42,5.19
S084,2021-06-01,15.0,4.99
S084,2021-07-01,15.0,5.34
S084,2021-08-01,15.0,4.87
S084,2021-09-01,15.63,4.91
S084,2021-10-01,15.0,4.9
S084,2021-11-01,16.35,4.51
S084,2021-12-01,15.0,4.98
S084,2022-01-01,15.0,5.51
S084,2022-02-01,18.97,5.12
S084,2022-03-01,16.85,5.26
S084,2022-04-01,17.21,5.28
S084,2022-05-01,17.24,5.08
S084,2022-06-01,16.82,5.12
S084,2022-07-01,15.0,5.24
S084,2022-08-01,15.0,4.7
S084,2022-09-01,15.0,4.47
S084,2022-10-01,15.0,4.89
S084,2022-11-01,15.0,4.81
S084,2022-12-01,15.17,4.82
S084,2023-01-01,19.86,4.91
S084,2023-02-01,18.64,5.13
S084,2023-03-01,15.77,5.32
S084,2023-04-01,18.11,5.52
S084,2023-05-01,18.75,6.02
S084,2023-06-01,15.78,4.79
S084,2023-07-01,15.08,4.76
S084,2023-08-01,15.06,4.34
S084,2023-09-01,16.96,4.94
S084,2023-10-01,15.0,4.51
S084,2023-11-01,15.63,5.19
S084,2023-12-01,15.0,5.2
S084,2024-01-01,15.0,5.11
S084,2024-02-01,18.8,5.08
S084,2024-03-01,15.14,5.33
S084,2024-04-01,16.23,5.43
S084,2024-05-01,15.08,4.9
S084,2024-06-01,15.0,5.04
S084,2024-07-01,15.0,4.48
S084,2024-08-01,15.0,5.03
S084,2024-09-01,15.0,4.77
S084,2024-10-01,15.0,4.37
S084,2024-11-01,17.49,4.69
S084,2024-12-01,16.39,5.22
S085,2019-01-01,18.21,5.86
S085,2019-02-01,19.52,5.36
S085,2019-03-01,18.92,5.64
S085,2019-04-01,18.46,5.39
S085,2019-05-01,20.11,6.16
S085,2019-06-01,18.88,5.91
S085,2019-07-01,15.9,5.18
S085,2019-08-01,15.0,5.46
S085,2019-09-01,15.76,5.2
S085,2019-10-01,17.63,5.39
S085,2019-11-01,15.16,5.17
S085,2019-12-01,18.44,5.84
S085,2020-01-01,19.24,6.24
S085,2020-02-01,21.6,5.92
S085,2020-03-01,18.16,5.43
S085,2020-04-01,20.67,6.41
S085,2020-05-01,23.26,6.2
S085,2020-06-01,21.28,5.85
S085,2020-07-01,19.46,6.02
S085,2020-08-01,15.0,5.54
S085,2020-09-01,18.95,5.71
S085,2020-10-01,16.0,4.93
S085,2020-11-01,17.97,5.75
S085,2020-12-01,18.2,5.97
S085,2021-01-01,21.28,6.27
S085,2021-02-01,17.72,5.79
S085,2021-03-01,21.07,6.4
S085,2021-04-01,21.99,6.33
S085,2021-05-01,19.95,5.98
S085,2021-06-01,18.43,6.15
S085,2021-07-01,17.14,6.03
S085,2021-08-01,18.1,5.65
S085,2021-09-01,16.54,5.22
S085,2021-10-01,16.82,5.56
S085,2021-11-01,15.0,5.71
S085,2021-12-01,20.91,6.09
S085,2022-01-01,19.78,6.09
S085,2022-02-01,20.42,6.23
S085,2022-03-01,27.01,6.72
S085,2022-04-01,25.22,6.25
S085,2022-05-01,24.83,5.78
S085,2022-06-01,22.33,6.31
S085,2022-07-01,22.81,6.18
S085,2022-08-01,21.41,5.81
S085,2022-09-01,21.51,5.55
S085,2022-10-01,19.7,5.89
S085,2022-11-01,21.96,5.44
S085,2022-12-01,23.39,6.37
S085,2023-01-01,23.59,7.0
S085,2023-02-01,23.41,6.28
S085,2023-03-01,24.11,6.41
S085,2023-04-01,23.94,5.97
S085,2023-05-01,22.88,6.25
S085,2023-06-01,24.55,6.79
S085,2023-07-01,23.71,5.75
S085,2023-08-01,19.93,5.83
S085,2023-09-01,23.38,5.78
S085,2023-10-01,18.98,5.72
S085,2023-11-01,22.84,6.19
S085,2023-12-01,22.4,6.34
S085,2024-01-01,20.29,6.31
S085,2024-02-01,25.73,6.14
S085,2024-03-01,23.45,5.87
S085,2024-04-01,26.82,6.18
S085,2024-05-01,24.07,6.46
S085,2024-06-01,24.97,6.09
S085,2024-07-01,20.89,6.04
S085,2024-08-01,22.9,5.82
S085,2024-09-01,19.27,5.37
S085,2024-10-01,19.14,6.13
S085,2024-11-01,21.22,5.8
S085,2024-12-01,21.63,6.16
S086,2019-01-01,29.75,6.27
S086,2019-02-01,32.86,6.92
S086,2019-03-01,28.69,6.6
S086,2019-04-01,29.67,6.38
S086,2019-05-01,30.57,6.29
S086,2019-06-01,29.45,6.4
S086,2019-07-01,28.55,5.85
S086,2019-08-01,26.43,5.51
S086,2019-09-01,25.83,6.49
S086,2019-10-01,26.19,5.58
S086,2019-11-01,28.59,6.02
S086,2019-12-01,28.81,6.62
S086,2020-01-01,30.93,6.19
S086,2020-02-01,30.2,6.31
S086,2020-03-01,32.42,6.41
S086,2020-04-01,28.15,6.44
S086,2020-05-01,27.8,7.0
S086,2020-06-01,27.66,6.15
S086,2020-07-01,28.49,5.96
S086,2020-08-01,26.94,6.07
S086,2020-09-01,29.4,6.13
S086,2020-10-01,29.59,5.63
S086,2020-11-01,28.58,6.1
S086,2020-12-01,29.63,6.61
S086,2021-01-01,29.78,6.23
S086,2021-02-01,31.64,5.93
S086,2021-03-01,30.75,6.46
S086,2021-04-01,29.46,6.78
S086,2021-05-01,28.51,6.31
S086,2021-06-01,29.55,6.6
S086,2021-07-01,28.09,6.33
S086,2021-08-01,28.43,5.98
S086,2021-09-01,25.47,5.47
S086,2021-10-01,27.53,5.78
S086,2021-11-01,29.49,6.27
S086,2021-12-01,28.83,5.85
S086,2022-01-01,30.87,6.04
S086,2022-02-01,29.7,6.16
S086,2022-03-01,30.9,6.85
S086,2022-04-01,30.83,6.33
S086,2022-05-01,27.82,6.51
S086,2022-06-01,27.94,6.23
S086,2022-07-01,27.58,6.3
S086,2022-08-01,27.14,5.92
S086,2022-09-01,27.84,6.53
S086,2022-10-01,28.71,5.91
S086,2022-11-01,28.11,5.89
S086,2022-12-01,27.68,6.03
S086,2023-01-01,28.95,6.54
S086,2023-02-01,29.23,6.86
S086,2023-03-01,32.24,6.51
S086,2023-04-01,30.84,6.29
S086,2023-05-01,30.51,6.68
S086,2023-06-01,28.05,5.74
S086,2023-07-01,29.16,6.15
S086,2023-08-01,25.69,5.72
S086,2023-09-01,25.82,5.68
S086,2023-10-01,26.89,5.86
S086,2023-11-01,27.13,5.82
S086,2023-12-01,28.76,6.25
S086,2024-01-01,29.63,6.7
S086,2024-02-01,31.6,5.98
S086,2024-03-01,31.89,6.68
S086,2024-04-01,30.19,6.01
S086,2024-05-01,30.12,6.35
S086,2024-06-01,27.42,5.76
S086,2024-07-01,27.98,5.98
S086,2024-08-01,26.75,5.91
S086,2024-09-01,25.45,5.77
S086,2024-10-01,28.18,5.83
S086,2024-11-01,25.6,5.91
S086,2024-12-01,27.5,6.28
S087,2019-01-01,15.92,3.48
S087,2019-02-01,17.31,3.75
S087,2019-03-01,18.78,4.11
S087,2019-04-01,15.0,3.74
S087,2019-05-01,15.96,3.86
S087,2019-06-01,15.0,4.31
S087,2019-07-01,15.0,3.69
S087,2019-08-01,15.0,3.65
S087,2019-09-01,15.0,3.68
